
316	-4242.5	-4065	-4313.5	-4052	
317	-3324.5	-3092.5	-3332.5	-3028.5	
318	-1368.5	-1222.5	-1384	-1208	
319	-1739	-1637	-1746	-1622	
320	-1269	-1201	-1371	-1125.5	
321	-2560	-2469	-2569.5	-2463.5	
322	-1889	-1773.5	-1924.5	-1752.5	
323	-2865	-2669.5	-2872	-2629	
324	-1261	-1131.5	-1282	-1122.5	
325	-2892	-2780.5	-2899	-2701.5	
326	-1494	-1426	-1498	-1418	
327	-1935.5	-1880	-1957.5	-1774.5	
328	-1106	-1009.5	-1123	-937.5	
329	-3625	-3527	-3631.5	-3518.5	
330	-3766	-3657.5	-3784	-3651.5	
331	-3508.5	-3371.5	-3514.5	-3368.5	
332	-2189.5	-2039.5	-2195	-2033	
333	-1389	-1286	-1405	-1265.5	
334	-3624	-3517	-3629.5	-3380	
335	-2119.5	-1972	-2131.5	-1947	
336	-3955.5	-3809.5	-3963	-3801	
337	-4247	-4065.5	-4317	-4053.5	
338	-3624.5	-3523	-3632	-3384.5	
339	-2341.5	-2207.5	-2450.5	-2201.5	
340	-2450.5	-2298.5	-2459	-2289	
341	-2465.5	-2348.5	-2469	-2304.5	
342	-2867	-2673.5	-2874	-2630.5	
343	-2454.5	-2343	-2460.5	-2296	
344	-1610	-1538.5	-1619.5	-1516.5	
345	-3012.5	-2924.5	-3080	-2913.5	
346	-3624.5	-3527	-3632	-3517	
347	-3624	-3521.5	-3631.5	-3383	
348	-2029.5	-1958.5	-2126.5	-1936.5	
349	-1189.5	-1053	-1209.5	-1018	
350	-1494.5	-1433	-1499.5	-1419.5	
351	-2879.5	-2704	-2887.5	-2676.5	
352	-1876	-1749	-1880.5	-1743	
353	-4607.5	-4505.5	-4672	-4494	
354	-1384.5	-1283	-1404	-1261.5	
355	-2189.5	-2040.5	-2195.5	-2033	
356	-1490.5	-1417	-1496	-1408.5	
357	-2192.5	-2044.5	-2198.5	-2034.5	
358	-2866.5	-2672.5	-2873.5	-2630	
359	-2285	-2202.5	-2338	-2144.5	
360	-3514.5	-3376.5	-3520	-3372	
361	-3626	-3527	-3631.5	-3520.5	
362	-2021	-1947	-2033.5	-1897.5	
363	-3327.5	-3098.5	-3338.5	-3090.5	
364	-4449.5	-4367	-4486	-4358.5	
365	-1506	-1449.5	-1516.5	-1436.5	
366	-1879.5	-1771	-1885.5	-1748.5	
367	-1684.5	-1613	-1736	-1542.5	
368	-2188.5	-2039	-2195	-2032.5	
369	-1610	-1538.5	-1619.5	-1516.5	
370	-3337.5	-3103	-3344	-3099	
371	-2872.5	-2699	-2879.5	-2668	
372	-1376.5	-1234	-1387	-1218.5	
373	-3331	-3102	-3338.5	-3096	
374	-2859.5	-2632	-2869.5	-2622.5	
375	-4225	-4049	-4234	-4044.5	
376	-4228.5	-4054	-4236.5	-4048	
377	-4607	-4505	-4672	-4493	
378	-3704.5	-3649	-3764	-3642.5	
379	-1285	-1216.5	-1380	-1132	
380	-2459	-2346	-2464.5	-2298.5	
381	-1737	-1633	-1742	-1623.5	
382	-4902.5	-4800	-4935.5	-4795	
383	-3935.5	-3788.5	-3945	-3773	
384	-1868.5	-1694.5	-1876	-1688	
385	-1685	-1623	-1739	-1612	
386	-4042	-3981	-4151	-3968.5	
387	-3504	-3370	-3514.5	-3366	
388	-3953	-3808.5	-3961	-3800	
389	-2467.5	-2348.5	-2472.5	-2304.5	
390	-2201.5	-2139	-2281	-2051	
391	-1730.5	-1629	-1740.5	-1619.5	
392	-3004	-2899	-3009.5	-2895	
393	-3312.5	-3026	-3328.5	-3015	
394	-4444	-4361	-4448.5	-4354.5	
395	-1614.5	-1542	-1629	-1516	
396	-2021.5	-1947.5	-2033.5	-1898.5	
397	-3022.5	-2925.5	-3088	-2916	
398	-2461	-2347.5	-2466.5	-2303.5	
399	-2283.5	-2153	-2294	-2141	
400	-4673	-4550.5	-4684.5	-4542	
401	-1685.5	-1624.5	-1739	-1614.5	
402	-4231	-4055	-4239	-4049	
403	-1256.5	-1128	-1267	-1120	
404	-1210	-1124	-1256.5	-1054	
405	-3525.5	-3378	-3622.5	-3374.5	
406	-1408	-1305	-1418.5	-1289	
407	-4230	-4054.5	-4238.5	-4048.5	
408	-3325	-3095	-3334	-3031	
409	-1419	-1316	-1433	-1299	
410	-3515.5	-3377.5	-3523	-3371.5	
411	-3509	-3371.5	-3514.5	-3369.5	
412	-4040	-3975	-4045	-3965	
413	-2558.5	-2460	-2569	-2350	
414	-3754.5	-3652	-3767.5	-3649	
415	-1872	-1743.5	-1879.5	-1695	
416	-1744.5	-1643	-1864.5	-1628	
417	-3619.5	-3381.5	-3627.5	-3376	
418	-1749	-1643.5	-1868	-1629.5	
419	-4224	-4045.5	-4230	-3997	
420	-1496.5	-1445	-1503	-1427.5	
421	-1378	-1259.5	-1389.5	-1220.5	
422	-4320.5	-4174	-4329	-4064	
423	-1947.5	-1890	-2016	-1828.5	
424	-1873	-1745.5	-1879.5	-1698	
425	-3629	-3527.5	-3631.5	-3524.5	
426	-1443.5	-1402	-1493.5	-1318.5	
427	-3009	-2915.5	-3023	-2907	
428	-1609.5	-1533	-1616	-1515.5	
429	-4033.5	-3959.5	-4040	-3952	
430	-4332	-4259	-4340	-4249	
431	-1878	-1767.5	-1883.5	-1745.5	
432	-4309.5	-4066	-4317.5	-4054.5	
433	-3977	-3818.5	-3984	-3806	
434	-2133.5	-2033.5	-2190	-1983.5	
435	-1877	-1766	-1881.5	-1745	
436	-3084.5	-2932	-3092	-2924	
437	-2186	-2039	-2195	-2032	
438	-4443	-4360.5	-4448	-4354	
439	-1381	-1269.5	-1398.5	-1229.5	
440	-2137	-2037.5	-2194.5	-2027.5	
441	-4494	-4401	-4535	-4364.5	
442	-4673	-4550.5	-4684.5	-4542	
443	-1951.5	-1890.5	-2019.5	-1880	
444	-2284.5	-2199.5	-2331.5	-2142	
445	-3763.5	-3654	-3774.5	-3651	
446	-1878	-1767.5	-1883.5	-1745.5	
447	-3342	-3107.5	-3353	-3100.5	
448	-4534.5	-4455	-4542.5	-4449	
449	-1687	-1625	-1739	-1616	
450	-4221	-3999.5	-4228	-3991.5	
451	-3624	-3517.5	-3630	-3380.5	
452	-3009	-2916.5	-3070	-2907.5	
453	-1532.5	-1498	-1605	-1448.5	
454	-2399	-2208	-2452.5	-2203	
455	-2271.5	-2140.5	-2284	-2062	
456	-1153	-1046.5	-1199	-1013	
457	-1494.5	-1431.5	-1499	-1419.5	
458	-2876.5	-2702.5	-2883.5	-2672.5	
459	-3976	-3948	-4034	-3809.5	
460	-2832	-2574.5	-2846.5	-2499	
461	-2852.5	-2629.5	-2867	-2582.5	
462	-2436	-2236.5	-2454.5	-2207	
463	-3787.5	-3709.5	-3907.5	-3655	
464	-1609	-1534	-1617	-1515.5	
465	-2285	-2202.5	-2338.5	-2144.5	
466	-2844.5	-2582	-2856.5	-2575	
467	-3345	-3107.5	-3355	-3100.5	
468	-1532.5	-1498	-1605	-1448.5	
469	-3636	-3531.5	-3639	-3526	
470	-2283	-2151.5	-2293.5	-2141	
471	-3698	-3639	-3705.5	-3635	
472	-2874.5	-2700.5	-2881.5	-2670.5	
473	-4534.5	-4455.5	-4543	-4449.5	
474	-1109.5	-1015	-1190	-1000	
475	-2909.5	-2893	-2921	-2882.5	
476	-1889.5	-1773.5	-1926	-1764.5	
477	-4329.5	-4254.5	-4335.5	-4246.5	
478	-3074.5	-2929	-3090	-2918	
479	-4671.5	-4550	-4684	-4542	
480	-2911.5	-2893.5	-3000.5	-2882.5	
481	-4440	-4343	-4443.5	-4339.5	
482	-2559.5	-2467	-2569.5	-2460.5	
483	-3774.5	-3708	-3886	-3653.5	
484	-2125	-1977.5	-2133.5	-1954	
485	-3329.5	-3100	-3338	-3094	
486	-4228.5	-4053.5	-4236	-4047.5	
487	-1417	-1315	-1430.5	-1297	
488	-3514.5	-3377.5	-3522	-3372	
489	-4441.5	-4358	-4445	-4353.5	
490	-1365	-1220	-1382.5	-1199.5	
491	-3945	-3803	-3952	-3796	
492	-3624	-3521	-3631.5	-3382.5	
493	-3505	-3371	-3514.5	-3367	
494	-2866.5	-2673	-2874	-2630.5	
495	-2866.5	-2671.5	-2873.5	-2629.5	
496	-3510.5	-3373	-3517.5	-3370	
497	-1377	-1259	-1388.5	-1219.5	
498	-3509	-3371.5	-3514.5	-3369.5	
499	-2449.5	-2296	-2459.5	-2285.5	
500	-3930.5	-3771	-3943	-3708.5	
501	-3012.5	-2924.5	-3080	-2913.5	
502	-3090.5	-2934.5	-3096.5	-2923	
503	-3509.5	-3372.5	-3516	-3370	
504	-3631	-3529.5	-3633.5	-3525.5	
505	-1498	-1446.5	-1504.5	-1429	
506	-3943	-3799	-3947.5	-3794.5	
507	-1491	-1420.5	-1496.5	-1412.5	
508	-2341	-2207.5	-2450	-2201.5	
509	-1408	-1305	-1418.5	-1289	
510	-1940	-1886.5	-2012	-1780.5	
511	-1204	-1119.5	-1219	-1052.5	
512	-1862.5	-1690	-1873.5	-1640.5	
513	-3022.5	-2925.5	-3088	-2916	
514	-3754	-3651	-3767	-3647.5	
515	-4246	-4065.5	-4317	-4053	
516	-1947.5	-1890	-2016	-1828.5	
517	-1495.5	-1435.5	-1499.5	-1423.5	
518	-2024.5	-1951	-2118	-1900.5	
519	-2558.5	-2461	-2569	-2353	
520	-3329.5	-3100	-3338	-3094	
521	-1409	-1305	-1419	-1289.5	
522	-3359.5	-3124.5	-3364.5	-3102.5	
523	-1945	-1890	-2014.5	-1828	
524	-1378	-1262.5	-1391.5	-1223.5	
525	-3494	-3367	-3510.5	-3362	
526	-1879	-1768	-1884	-1746	
527	-2576	-2490	-2619	-2471	
528	-1365	-1220	-1382.5	-1199.5	
529	-4231	-4055	-4239	-4049	
530	-3652	-3635	-3703.5	-3630	
531	-2129.5	-1983.5	-2137.5	-1973	
532	-3942	-3795	-3946	-3790.5	
533	-4608.5	-4506	-4672.5	-4494.5	
534	-4441	-4351	-4444	-4347	
535	-1621	-1542	-1678.5	-1531	
536	-1418	-1315.5	-1432	-1298	
537	-1365	-1220	-1382.5	-1199.5	
538	-1610	-1539.5	-1620.5	-1517.5	
539	-1736.5	-1633	-1741.5	-1623	
540	-1493	-1423	-1497.5	-1416	
541	-2616	-2491	-2622.5	-2474	
542	-1738.5	-1634.5	-1744	-1622.5	
543	-3343	-3107.5	-3353.5	-3100.5	
544	-1510	-1450.5	-1530	-1440.5	
545	-2864.5	-2669	-2871.5	-2628.5	
546	-4244.5	-4066	-4316.5	-4052	
547	-1746.5	-1643	-1865.5	-1629.5	
548	-3525.5	-3378	-3622.5	-3374.5	
549	-1897.5	-1774.5	-1932.5	-1768.5	
550	-3363.5	-3189.5	-3368	-3106.5	
551	-4228	-4053.5	-4235.5	-4047.5	
552	-4311.5	-4068.5	-4319	-4054.5	
553	-3012.5	-2924.5	-3080	-2913.5	
554	-4239	-4060	-4309.5	-4051	
555	-1378	-1263.5	-1393	-1223.5	
556	-1433.5	-1325	-1489	-1307.5	
557	-2464.5	-2348	-2469	-2304.5	
558	-4042	-3981	-4150.5	-3967.5	
559	-2847	-2626.5	-2863	-2578	
560	-4688	-4608	-4709	-4549	
561	-3011	-2924.5	-3079.5	-2912	
562	-3793	-3709.5	-3930.5	-3656.5	
563	-1740	-1639	-1749	-1621	
564	-3323.5	-3038.5	-3332	-3026.5	
565	-1123.5	-1022.5	-1198.5	-1011.5	
566	-4040.5	-3977	-4046	-3966.5	
567	-2458	-2345.5	-2464.5	-2297.5	
568	-2198.5	-2065	-2271.5	-2039	
569	-1198	-1054.5	-1212	-1047.5	
570	-3619.5	-3381	-3627	-3375.5	
571	-3631	-3529	-3633	-3525.5	
572	-3708	-3650	-3766.5	-3646	
573	-1537.5	-1500	-1609	-1455.5	
574	-1736.5	-1633	-1741.5	-1623	
575	-2832	-2574.5	-2846.5	-2499	
576	-2873	-2696.5	-2879	-2666	
577	-3327	-3098.5	-3338	-3043	
578	-2449	-2292	-2458.5	-2235	
579	-2017.5	-1929.5	-2025	-1894.5	
580	-3525	-3378.5	-3622	-3374.5	
581	-4452.5	-4367	-4489.5	-4359.5	
582	-3633.5	-3530.5	-3637	-3526	
583	-1607	-1516.5	-1611.5	-1509.5	
584	-4441.5	-4359.5	-4446	-4354.5	
585	-2565.5	-2474	-2572	-2468	
586	-3009	-2911	-3019.5	-2905	
587	-1492.5	-1422	-1497	-1415	
588	-4216	-3993	-4225.5	-3985	
589	-1621	-1542	-1678.5	-1531	
590	-2026	-1957.5	-2125	-1929.5	
591	-1743	-1641.5	-1861	-1626	
592	-4319.5	-4172	-4328	-4061	
593	-3314.5	-3028.5	-3329	-3020	
594	-1860	-1685	-1869	-1629.5	
595	-2919.5	-2894.5	-3008.5	-2885.5	
596	-3513	-3375	-3520	-3371	
597	-1441.5	-1400.5	-1493	-1316	
598	-3984	-3957.5	-4039.5	-3949.5	
599	-1609.5	-1531.5	-1614.5	-1514.5	
600	-1873	-1745.5	-1879.5	-1698	
601	-2886	-2708	-2891.5	-2699.5	
602	-1881	-1772.5	-1889.5	-1748	
603	-3984.5	-3959	-4040	-3950.5	
