"","cra","cra.error","phi_m","sig_m"
"124",5020,20,0.535303075650496,0.00133276005390389
"125",4128,20,0.598170024226898,0.00148928177325258
"126",4511,20,0.570319487440932,0.0014199414600795
"127",4529,20,0.569042970842649,0.00141676327858247
"128",3270,20,0.665597042519798,0.00165715683435777
"129",5302,20,0.516837179663298,0.00128678496119332
"130",5279,20,0.518319102869654,0.0012904745496568
"131",4181,20,0.594236418338444,0.00147948815719767
"132",3015,20,0.687064725123091,0.00171060556485271
"133",5736,20,0.489654849386047,0.00121910830172052
"134",4015,20,0.606643927599829,0.00151037950354744
"135",3553,20,0.642556511528264,0.00159979213625859
"136",4510,20,0.570390488933207,0.00142011823461523
"137",4663,20,0.55962939002754,0.001393326005297
"138",5401,20,0.510506683265001,0.00127102373525458
"139",4077,20,0.601979773641731,0.00149876702014622
"140",4932,20,0.54119945779728,0.00134744045262612
"141",4011,20,0.606946078721762,0.00151113177821925
"142",3721,20,0.629257805084111,0.0015666819496679
"143",3961,20,0.610735689817389,0.00152056688613815
"144",3110,20,0.678987206078841,0.00169049472445871
"145",3120,20,0.678142484607768,0.00168839159618516
"146",3918,20,0.61401367418813,0.00152872818172073
"147",3480,20,0.648422365472323,0.00161439652800279
"148",3392,20,0.655564760562619,0.0016321791623618
"149",4719,20,0.55574164416925,0.00138364656832877
"150",3766,20,0.625742625717826,0.00155793010262125
"151",5714,20,0.490997706521932,0.00122245165323523
"152",3203,20,0.671171733718637,0.00167103630951982
"153",4483,20,0.572310874079187,0.00142489947486415
"154",3150,20,0.675614620425752,0.00168209789723827
"155",3319,20,0.661549365912249,0.00164707921302689
"156",3459,20,0.650119699459212,0.00161862243111966
"157",3753,20,0.626756100128531,0.0015604533801283
"158",3691,20,0.631612221668116,0.00157254381095012
"159",5148,20,0.526841008782591,0.00131169179330908
"160",3725,20,0.628944546693528,0.00156590202089762
"161",4180,20,0.594310397350902,0.00147967234495432
"162",3917,20,0.614090115355064,0.00152891849957691
"163",4136,20,0.597574608051895,0.00148779934781998
"164",4858,20,0.54620802149841,0.00135991042325012
"165",3215,20,0.670169860437385,0.00166854191569124
"166",5164,20,0.52579269969709,0.00130908178687188
"167",3876,20,0.617232410510474,0.00153674196566781
"168",3084,20,0.681188409560336,0.00169597512650401
"169",4087,20,0.601230856378793,0.00149690241847079
"170",4415,20,0.57717609548922,0.00143701256190519
"171",5388,20,0.51133351755552,0.00127308232928052
"172",2896,20,0.697318590546913,0.00173613491982301
"173",4435,20,0.575740870330169,0.00143343923896469
"174",3992,20,0.608383352992737,0.0015147102028949
"175",3502,20,0.646648958816903,0.00160998122449123
"176",3760,20,0.626210179339207,0.00155909418483557
"177",4798,20,0.550303026916152,0.00137010588053318
"178",3123,20,0.677889273153393,0.00168776116806521
"179",3018,20,0.686808182195539,0.00170996684226451
"180",4122,20,0.598616975656343,0.00149039456157436
"181",5042,20,0.533839045278357,0.00132911501376412
"182",3701,20,0.630826438960786,0.00157058742427682
"183",4797,20,0.550371536474348,0.00137027645082621
"184",5033,20,0.53443748220987,0.00133060496006441
"185",4492,20,0.571670028377386,0.00142330394218197
"186",4927,20,0.541536422768527,0.00134827940437826
"187",4136,20,0.597574608051895,0.00148779934781998
"188",5468,20,0.506266461320048,0.00126046672804693
"189",5008,20,0.536103329258613,0.00133475246921104
"190",3995,20,0.608156188883238,0.00151414462562738
"191",4387,20,0.579191423370851,0.00144203018391846
"192",4980,20,0.537975243212316,0.00133941302928499
"193",3636,20,0.635951555378609,0.00158334757968034
"194",4182,20,0.5941624485348,0.00147930399236848
"195",3373,20,0.657117165951412,0.0016360442324198
"196",4007,20,0.607248380336096,0.00151188442757649
"197",4473,20,0.573023767452536,0.00142667438678585
"198",3480,20,0.648422365472323,0.00161439652800279
"199",5241,20,0.520776813013511,0.00129659358399978
"200",5368,20,0.512608186016422,0.00127625590941472
"201",4960,20,0.539316325014555,0.00134275196069851
"202",3061,20,0.683141575763832,0.00170083798273082
"203",5049,20,0.533374057649342,0.00132795732017762
"204",2904,20,0.696624482264776,0.00173440677770391
"205",3043,20,0.684674046253975,0.0017046534202763
"206",5607,20,0.497581574261887,0.00123884370537007
"207",4517,20,0.569893664050486,0.00141888127486739
"208",5019,20,0.535369717801129,0.00133292597485654
"209",3376,20,0.656871805135562,0.00163543335026904
"210",2933,20,0.694114126491646,0.00172815666996551
"211",5350,20,0.513758104197287,0.00127911889505113
"212",3481,20,0.648341650669978,0.00161419556994891
"213",2947,20,0.692905470358145,0.00172514744269425
"214",2941,20,0.693423207920884,0.00172643646936607
"215",3479,20,0.648503090323195,0.0016145975110748
"216",3485,20,0.648018891920867,0.00161339198785228
"217",4130,20,0.598021114587581,0.00148891102847649
"218",4903,20,0.543156777395662,0.00135231364968421
"219",3897,20,0.615620938732214,0.00153272983625598
"220",4956,20,0.539584942279587,0.00134342074512533
"221",4774,20,0.55194961247993,0.00137420543378546
"222",3534,20,0.644078112827035,0.00160358051245372
"223",4088,20,0.601156015916279,0.00149671608593621
"224",3003,20,0.688091855454113,0.00171316284191239
"225",5324,20,0.515423652704653,0.00128326566091038
"226",2909,20,0.696191015486242,0.00173332756252021
"227",4053,20,0.603780983441574,0.00150325154597678
"228",4482,20,0.572382123487633,0.00142507686664417
"229",4795,20,0.550508581178937,0.00137061765511997
"230",3808,20,0.622479510425207,0.00154980582702653
"231",4298,20,0.585644137453865,0.0014580956988768
"232",4709,20,0.556433898245428,0.00138537009397592
"233",3329,20,0.660726338690885,0.00164503009757472
"234",4081,20,0.601680094855817,0.00149802090092323
"235",6020,20,0.472645950802825,0.00117676073895886
"236",4466,20,0.573523321113191,0.00142791814045361
"237",4494,20,0.571527715699909,0.00142294962205878
"238",3008,20,0.687663698007006,0.00171209684552971
"239",3045,20,0.684503602130819,0.00170422906045268
"240",3023,20,0.686380823499734,0.00170890283455679
"241",3253,20,0.667007117352543,0.00166066753977977
"242",4120,20,0.59876603366744,0.0014907656757561
"243",4787,20,0.55105710132905,0.00137198332211888
"244",4913,20,0.542481041258196,0.00135063124924237
"245",6007,20,0.473411464540861,0.00117866666137399
"246",4099,20,0.600333385432671,0.00149466795825388
"247",3278,20,0.66493450974634,0.00165550730672561
"248",5050,20,0.53330766391598,0.00132779201771687
"249",3332,20,0.66047963024692,0.001644415860194
"250",3066,20,0.682716498572795,0.00169977965535365
"251",4484,20,0.572239633539778,0.00142472210516564
"252",4966,20,0.538913649827932,0.00134174940826075
"253",4918,20,0.542143488508678,0.00134979083408111
"254",3641,20,0.635555841649001,0.00158236235939002
"255",4966,20,0.538913649827932,0.00134174940826075
"256",3017,20,0.686893685859568,0.00171017972329035
"257",3364,20,0.657853798432521,0.00163787824830704
"258",4109,20,0.599586516425514,0.00149280845618203
"259",3251,20,0.667173204781305,0.00166108105261124
"260",4791,20,0.550782772970645,0.00137130031861234
"261",4485,20,0.572168401868302,0.00142454475754588
"262",2909,20,0.696191015486242,0.00173332756252021
"263",5909,20,0.479222304293926,0.00119313408264391
"264",3382,20,0.656381358315297,0.00163421227017377
"265",5132,20,0.527891407954051,0.00131430700349571
"266",4911,20,0.54261612119805,0.00135096756180269
"267",4501,20,0.571029900263233,0.00142171019609917
"268",4488,20,0.571954760050435,0.00142401284713167
"269",4468,20,0.573380547073323,0.0014275626716627
"270",4722,20,0.555534135934372,0.0013831299288793
"271",5594,20,0.498387474598586,0.001240850179506
"272",5050,20,0.53330766391598,0.00132779201771687
"273",5295,20,0.517287750686227,0.0012879067613251
"274",4672,20,0.559002744430813,0.00139176582704049
"275",4434,20,0.575812546753398,0.00143361769389617
"276",5219,20,0.522205020781565,0.00130014943553234
"277",3171,20,0.673850724241339,0.0016777062722304
"278",5306,20,0.516579886735364,0.00128614437130677
"279",4465,20,0.573594721464312,0.00142809590804011
"280",4540,20,0.568264284308864,0.00141482455946437
"281",3314,20,0.661961263891545,0.00164810472772699
"282",4694,20,0.557473896506745,0.00138795940870595
"283",3474,20,0.648906865349271,0.00161560280181569
"284",3976,20,0.609596328746827,0.00151773018485454
"285",3029,20,0.685868344063496,0.00170762689919954
"286",3071,20,0.682291685881278,0.00169872198650885
"287",3874,20,0.61738610383899,0.00153712462053776
"288",4489,20,0.571883563839653,0.00142383558779946
"289",4689,20,0.557820994370205,0.00138882358862245
"290",4961,20,0.539249191595209,0.00134258481661947
"291",3813,20,0.622092179524619,0.00154884147771597
"292",3001,20,0.688263193066638,0.00171358942628318
"293",3197,20,0.67167323187742,0.00167228490446264
"294",4938,20,0.540795376588236,0.00134643439957235
"295",4397,20,0.578470856875927,0.00144023616799683
"296",3998,20,0.60792910959449,0.00151357925954062
"297",3507,20,0.646246588747868,0.00160897943171385
"298",4916,20,0.542278484396554,0.00135012693737471
"299",5094,20,0.530394507031435,0.001320539044022
"300",5894,20,0.480117990852242,0.00119536410021721
